part,DT_A,DT_B,Eff1Rew1_A,Eff1Rew2_A,Eff1Rew3_A,Eff1Rew4_A,Eff1Rew5_A,Eff2Rew1_A,Eff2Rew2_A,Eff2Rew3_A,Eff2Rew4_A,Eff2Rew5_A,Eff3Rew1_A,Eff3Rew2_A,Eff3Rew3_A,Eff3Rew4_A,Eff3Rew5_A,Eff4Rew1_A,Eff4Rew2_A,Eff4Rew3_A,Eff4Rew4_A,Eff4Rew5_A,Eff5Rew1_A,Eff5Rew2_A,Eff5Rew3_A,Eff5Rew4_A,Eff5Rew5_A,Eff1Rew1_B,Eff1Rew2_B,Eff1Rew3_B,Eff1Rew4_B,Eff1Rew5_B,Eff2Rew1_B,Eff2Rew2_B,Eff2Rew3_B,Eff2Rew4_B,Eff2Rew5_B,Eff3Rew1_B,Eff3Rew2_B,Eff3Rew3_B,Eff3Rew4_B,Eff3Rew5_B,Eff4Rew1_B,Eff4Rew2_B,Eff4Rew3_B,Eff4Rew4_B,Eff4Rew5_B,Eff5Rew1_B,Eff5Rew2_B,Eff5Rew3_B,Eff5Rew4_B,Eff5Rew5_B,
11,3.6204,3.1261,3.8133,2.8634,2.6033,2.4834,2.4999,5.8266,4.3966,2.9667,2.9234,3.9532,3.2866,5.7033,3.0033,2.8,2.4633,3.3701,4.3366,3.7298,4.4365,2.8232,3.25,3.6332,5.34,3.9932,4.01,3.77,4.0733,2.9233,2.5801,2.44,3.0867,3.5334,2.6632,2.5801,2.9666,2.8235,3.8734,3.5532,2.5634,2.5634,3.01,3.3266,3.51,3.6933,2.5633,2.4965,3.1301,4.94,2.5234,2.9666
12,1.5813,1.4434,1.4733,1.6565,1.5198,1.5765,1.41,1.7166,1.6897,1.5998,1.3565,1.5397,1.4332,1.7331,1.6597,1.7332,1.5166,1.25,1.5534,1.8133,2.1031,1.8199,1.2932,1.5965,1.5165,1.3732,1.6,1.1666,1.3764,1.4531,1.18,1.2533,1.5033,1.9798,1.3566,1.5365,1.3365,1.37,1.8265,1.6404,1.5767,1.3165,1.14,1.5133,1.5166,1.5931,1.4565,1.3932,1.6532,1.3766,1.1733,1.3965
13,1.8126,2.0933,1.6567,2.0534,1.6335,2.1399,1.6534,2.0167,1.8767,1.7534,1.7367,1.4967,1.9567,1.8967,1.6967,1.3933,1.7367,1.8368,1.7967,1.7168,1.8334,2.0568,1.7568,1.8534,1.6334,1.9768,2.1566,2.6097,1.874,2.0397,1.3566,1.6764,2.2031,2.3663,1.6636,1.3167,1.6655,3.1327,2.3064,1.5532,1.4968,1.5032,1.6999,2.7895,1.7366,2.1429,2.1431,1.5966,3.4316,2.2697,2.0796,3.6796
14,2.1125,2.3111,2.0201,2.2199,2.14,2.14,1.8735,2.2633,2.5167,2.46,1.9533,2.12,2.2001,2.22,2.4065,1.8534,2.0367,1.8133,1.8568,2.1365,2.7866,1.8199,1.7899,2.0368,2.3199,1.9334,1.8968,2.3567,2.6499,1.9601,1.94,2.1169,2.2201,2.7,2.5434,2.5201,2.2633,2,2.5033,2.3401,2.2833,2.2767,1.9169,2.7,2.7,2.5067,2.2034,2.2167,1.9801,2.2168,2.6034,2.0586
15,2.3225,2.9118,2.8531,2.6463,2.4599,2.0665,1.8745,2.4664,2.6197,2.1664,2.2631,1.9198,2.2431,2.5232,2.1598,1.8133,1.7366,2.0765,3.2531,2.2171,2.2065,2.1,2.4498,2.403,2.4398,2.5231,2.583,3.7196,3.7965,2.2831,2.2065,2.8797,2.9933,2.9299,1.8765,2.3398,2.4598,3.3962,3.1532,2.4633,2.4832,2.509,3.4377,2.7465,3.0096,3.5234,2.8696,2.8431,2.8031,3.3963,3.5195,3.1563
16,2.2875,1.9153,1.9567,2.6401,2.1368,1.8735,2.2767,2.3432,2.6499,2.5034,1.9734,2.1001,2.1434,2.7233,2.4266,2.2567,2.0767,2.1,2.14,2.6066,2.6866,2.5068,1.7335,1.9734,2.2767,2.6433,2.4401,1.55,1.9768,2.38,1.7966,1.4933,1.9134,2.1601,1.8534,1.7735,1.7934,1.7734,2.24,2.0568,1.9366,1.7569,2.0401,1.8168,2.4634,1.8535,1.9768,1.3734,1.8135,1.9366,1.9566,2.1966
17,2.6449,3.232,1.6537,2.8462,2.6664,2.153,1.6632,2.8029,3.013,2.5631,2.2598,3.186,2.6697,3.4197,3.1095,2.4297,1.9463,3.876,2.353,3.073,2.7798,2.0763,2.5298,2.9996,3.3496,2.0765,2.6266,2.6931,3.9161,2.763,1.9367,2.4531,3.5529,2.973,2.8932,2.6349,2.25,2.9331,4.6663,2.8697,3.0509,3.0797,3.8829,3.1495,3.0794,4.6327,4.2056,3.9596,2.9932,3.2565,3.8864,3.0899
18,3.0502,3.5677,3.6134,3.1467,2.6234,2.9067,2.7199,2.95,3.3267,3.1267,2.2401,3.0668,2.6033,3.33,3.3101,3.3134,3.1866,2.6199,3.4902,3.3666,2.8668,2.85,2.6434,3.6701,3.1868,3.09,3.0068,2.5867,3.8734,3.15,2.7666,2.5901,2.9234,4.1968,4.2966,4.0734,2.5833,3.8933,4.9999,4.0335,3.69,3.5266,3.81,2.7267,3.7332,4.4999,3.8534,3.31,3.5134,3.5366,2.8701,4.1566
19,2.5697,2.6428,2.3401,2.3834,2.0133,2.3199,1.9534,2.82,2.5034,2.5066,2.1166,2.24,3.7933,3.3899,2.16,2.52,1.8133,2.1968,3.2465,2.6433,3.9732,2.0568,2.46,2.3034,4.0932,1.8167,2.58,2.4399,2.2968,2.3434,1.9534,2.6233,2.8066,3.19,2.5834,2.3433,2.0001,2.6801,3.4933,2.5001,2.3768,2.1167,2.4034,4.5167,3.3867,2.3634,2.2033,2.2001,3.0033,4.0334,2.0601,2.1534
20,2.4022,2.0344,2.1401,2.9701,2.5601,1.98,1.7535,2.1566,2.3769,3.0434,1.9733,2.2168,1.8735,2.5634,3.1066,2.3401,1.8567,2.3001,1.9369,2.3,3.2867,2.58,2.3001,2.1367,2.6401,3.0634,2.6001,1.9565,2.08,2.2233,1.7567,1.7367,1.6335,1.9933,2.12,1.5334,1.8968,1.8935,2.7433,2.2966,2.5265,1.8935,1.6334,1.6134,1.8335,3.1866,1.6934,1.8934,1.9534,1.8534,2.1968,2.72
